Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
19th Annual Conference of the International Society for Quality of Life Research,Quality of Life Research,,21.0,1,10.1007/s11136-012-0248-x,,2012,http://link.springer.com/article/10.1007/s11136-012-0248-x,Article
An immune-theory-based model for monitoring inter-domain routing system,Science China Information Sciences,,55.0,10,10.1007/s11432-011-4451-0,Yi GuoZhenXing Wang,2012,http://link.springer.com/article/10.1007/s11432-011-4451-0,Article
Active memory controller,The Journal of Supercomputing,,62.0,1,10.1007/s11227-011-0735-9,Zhen FangLixin ZhangJohn B. CarterSally A. McKeeAli IbrahimMichael A. ParkerXiaowei Jiang,2012,http://link.springer.com/article/10.1007/s11227-011-0735-9,Article
Perception of environmental problems and common mental disorders (CMD),Social Psychiatry and Psychiatric Epidemiology,,47.0,10,10.1007/s00127-012-0474-0,Kátia RochaKatherine PérezMaica Rodríguez-SanzJordi E. ObiolsCarme Borrell,2012,http://link.springer.com/article/10.1007/s00127-012-0474-0,Article
The IEA-EEF European Congress of Epidemiology 2012: Epidemiology for a Fair and Healthy Society,European Journal of Epidemiology,,27.0,1,10.1007/s10654-012-9722-6,,2012,http://link.springer.com/article/10.1007/s10654-012-9722-6,Article
Constructing high quality use case models: a systematic review of current practices,Requirements Engineering,,17.0,3,10.1007/s00766-011-0135-y,Mohamed El-AttarJames Miller,2012,http://link.springer.com/article/10.1007/s00766-011-0135-y,Article
Pairwise testing for software product lines: comparison of two approaches,Software Quality Journal,,20.0,3 - 4,10.1007/s11219-011-9160-9,Gilles PerrouinSebastian OsterSagar SenJacques KleinBenoit BaudryYves le Traon,2012,http://link.springer.com/article/10.1007/s11219-011-9160-9,Article
Bottom-Up Analysis of Single-Case Research Designs,Journal of Behavioral Education,,21.0,3,10.1007/s10864-012-9153-1,Richard I. ParkerKimberly J. Vannest,2012,http://link.springer.com/article/10.1007/s10864-012-9153-1,Article
Evolutionary mechanics: new engineering principles for the emergence of flexibility in a dynamic and uncertain world,Natural Computing,,11.0,3,10.1007/s11047-011-9296-3,James M. WhitacrePhilipp RohlfshagenAxel BenderXin Yao,2012,http://link.springer.com/article/10.1007/s11047-011-9296-3,Article
Consumer Products and Fall-related Injuries in Seniors,Canadian Journal of Public Health,,103.0,5,10.1007/BF03404436,"Lauren E. Griffith PhDNazmul Sohel PhDKathryn Walker MSc PTYing Jiang MD, MScYang Mao PhDDoug HopkinsParminder S. Raina PhD",2012,http://link.springer.com/article/10.1007/BF03404436,Article
The case for a return to nuclear power,The Environmentalist,,32.0,3,10.1007/s10669-011-9358-1,Juris P. Svenne,2012,http://link.springer.com/article/10.1007/s10669-011-9358-1,Article
Are residents of downtown Toronto influenced by their urban neighbourhoods? Using concept mapping to examine neighbourhood characteristics and their perceived impact on self-rated mental well-being,International Journal of Health Geographics,,11.0,1,10.1186/1476-072X-11-31,Amanda J SheppardChristina SalmonPriya BalasubramaniamJanet ParsonsGita SinghAmina JabbarQamar ZaidiAllison ScottRosane NisenbaumJim DunnJason RamsayNasim HaquePatricia O’Campo,2012,http://link.springer.com/article/10.1186/1476-072X-11-31,Article
Towards architecture-based management of platforms in the cloud,Frontiers of Computer Science,,6.0,4,10.1007/s11704-012-2100-4,Gang HuangXing ChenYing ZhangXiaodong Zhang,2012,http://link.springer.com/article/10.1007/s11704-012-2100-4,Article
Clones: what is that smell?,Empirical Software Engineering,,17.0,4 - 5,10.1007/s10664-011-9195-3,Foyzur RahmanChristian BirdPremkumar Devanbu,2012,http://link.springer.com/article/10.1007/s10664-011-9195-3,Article
Introduction to the Special Issue on Mining Software Repositories in 2010,Empirical Software Engineering,,17.0,4 - 5,10.1007/s10664-012-9206-z,Jim WhiteheadThomas Zimmermann,2012,http://link.springer.com/article/10.1007/s10664-012-9206-z,Article
GIS and multi-criteria analysis to select potential sites of agro-industrial complex,Environmental Earth Sciences,,66.0,8,10.1007/s12665-011-1471-4,Houda SahnounMohamed Moncef SerbajiBoubaker KarrayKhaled Medhioub,2012,http://link.springer.com/article/10.1007/s12665-011-1471-4,Article
"Challenges and opportunities for smallholder livestock production in post-conflict South Kivu, eastern DR Congo",Tropical Animal Health and Production,,44.0,6,10.1007/s11250-011-0061-5,Brigitte L. MaassDieudonné Katunga MusaleWanjiku L. ChiuriAnja GassnerMichael Peters,2012,http://link.springer.com/article/10.1007/s11250-011-0061-5,Article
Does the effect of gender modify the relationship between deprivation and mortality?,BMC Public Health,,12.0,1,10.1186/1471-2458-12-574,Natalia SalcedoMarc SaezBasili BragulatCarme Saurina,2012,http://link.springer.com/article/10.1186/1471-2458-12-574,Article
Physical activity and fat mass gain in Mexican school-age children: a cohort study,BMC Pediatrics,,12.0,1,10.1186/1471-2431-12-109,Alejandra JáureguiSalvador VillalpandoEduardo Rangel-BaltazarYaveth A Lara-ZamudioMarcia M Castillo-García,2012,http://link.springer.com/article/10.1186/1471-2431-12-109,Article
Increasing virtual machine security in cloud environments,"Journal of Cloud Computing: Advances, Systems and Applications",,1.0,1,10.1186/2192-113X-1-12,Roland SchwarzkopfMatthias SchmidtChristian StrackSimon MartinBernd Freisleben,2012,http://link.springer.com/article/10.1186/2192-113X-1-12,Article
A visualization system for integrating maintainability design and evaluation at product design stage,The International Journal of Advanced Manufacturing Technology,,61.0,1 - 4,10.1007/s00170-011-3702-y,Gaoliang PengXin HouJun GaoDebin Cheng,2012,http://link.springer.com/article/10.1007/s00170-011-3702-y,Article
Youth participation in environmental issues: A study with Italian adolescents,Human Affairs,,22.0,3,10.2478/s13374-012-0032-1,Sonia BrondiMauro SarricaAlessio Nencini,2012,http://link.springer.com/article/10.2478/s13374-012-0032-1,Article
Interoperability Test Methodology for ISO 18000-7 Active RFID,Wireless Personal Communications,,65.0,2,10.1007/s11277-011-0248-0,Ajay OgiralaPeter J. HawrylakMarlin H. Mickle,2012,http://link.springer.com/article/10.1007/s11277-011-0248-0,Article
Development of antibody-labelled superparamagnetic nanoparticles for the visualisation of benzo[a]pyrene in porous media with magnetic resonance imaging,Analytical and Bioanalytical Chemistry,,403.0,9,10.1007/s00216-012-6044-1,Martin RiegerGabriele E. SchaumannYamuna Kunhi MouvencheryReinhard NiessnerMichael SeidelThomas Baumann,2012,http://link.springer.com/article/10.1007/s00216-012-6044-1,Article
A Randomized Controlled Trial to Evaluate a Structural Intervention to Promote the Female Condom in New York State,AIDS and Behavior,,16.0,5,10.1007/s10461-012-0176-3,Theresa M. ExnerJames M. TesorieroHaven B. BattlesSusie HoffmanJoanne E. MantellJacqueline CorrealeJessica Adams-SkinnerDara A. ShapiroKirsten RoweRichard A. CotroneoCheng-Shiun LeuJoyce HunterSusan J. Klein,2012,http://link.springer.com/article/10.1007/s10461-012-0176-3,Article
An air quality balance index estimating the total amount of air pollutants at ground level,Environmental Monitoring and Assessment,,184.0,7,10.1007/s10661-011-2278-1,Paolo TriveroWalter BiaminoMaria BorasiMarco CavagneroMaya MusaCaterina RinaudoVeronica Sesia,2012,http://link.springer.com/article/10.1007/s10661-011-2278-1,Article
An investigation of the applicability of sustainability and lean concepts to small construction projects,KSCE Journal of Civil Engineering,,16.0,5,10.1007/s12205-012-1460-5,Collin KorandaWai Kiong ChongChangwan KimJui-Sheng ChouChangmin Kim,2012,http://link.springer.com/article/10.1007/s12205-012-1460-5,Article
Change of water consumption and its potential influential factors in Shanghai: A cross-sectional study,BMC Public Health,,12.0,1,10.1186/1471-2458-12-450,Hanyi ChenYaying ZhangLinlin MaFangmin LiuWeiwei ZhengQinfeng ShenHongmei ZhangXiao WeiDajun TianGengsheng HeWeidong Qu,2012,http://link.springer.com/article/10.1186/1471-2458-12-450,Article
An exploratory study of the impact of antipatterns on class change- and fault-proneness,Empirical Software Engineering,,17.0,3,10.1007/s10664-011-9171-y,Foutse KhomhMassimiliano Di PentaYann-Gaël GuéhéneucGiuliano Antoniol,2012,http://link.springer.com/article/10.1007/s10664-011-9171-y,Article
Rapid Sample Size Calculations for a Defined Likelihood Ratio Test-Based Power in Mixed-Effects Models,The AAPS Journal,,14.0,2,10.1208/s12248-012-9327-8,Camille VongMartin BergstrandJoakim NybergMats O. Karlsson,2012,http://link.springer.com/article/10.1208/s12248-012-9327-8,Article
Exposure to heavy metals in blood and risk perception of the population living in the vicinity of municipal waste incinerators in Korea,Environmental Science and Pollution Research,,19.0,5,10.1007/s11356-011-0677-z,Chung Soo LeeYoung Wook LimHo Hyun KimJi Yeon YangDong Chun Shin,2012,http://link.springer.com/article/10.1007/s11356-011-0677-z,Article
Comparing removal of trace organic compounds and assimilable organic carbon (AOC) at advanced and traditional water treatment plants,Environmental Monitoring and Assessment,,184.0,6,10.1007/s10661-011-2203-7,Jie-Chung LouChung-Yi LinJia-Yun HanWei-Biu TsengKai-Lin HsuTing-Wei Chang,2012,http://link.springer.com/article/10.1007/s10661-011-2203-7,Article
Hardware-in-the-loop implementation for an active heave compensated drawworks,Central European Journal of Engineering,,2.0,2,10.2478/s13531-011-0062-1,Sanin MuraspahicPeter GuLawk FarjiYousef IskandaraniPeng ShiHamid Reza Karimi,2012,http://link.springer.com/article/10.2478/s13531-011-0062-1,Article
Loco-recurrence after resection for ductal adenocarcinoma of the pancreas: predictors and implications for adjuvant chemoradiotherapy,Journal of Cancer Research and Clinical Oncology,,138.0,6,10.1007/s00432-012-1165-7,Yaojun ZhangAdam E. FramptonCharis KyriakidesJan J. BongNagy HabibRaida AhmadLong R. Jiao,2012,http://link.springer.com/article/10.1007/s00432-012-1165-7,Article
R&D challenges and solutions for highly complex distributed systems: a middleware perspective,Journal of Internet Services and Applications,,3.0,1,10.1007/s13174-011-0051-x,Jules WhiteBrian DoughertyRichard SchantzDouglas C. SchmidtAdam PorterAngelo Corsaro,2012,http://link.springer.com/article/10.1007/s13174-011-0051-x,Article
What NMSAT says about sonification,AI & SOCIETY,,27.0,2,10.1007/s00146-011-0343-5,Jerome Joy,2012,http://link.springer.com/article/10.1007/s00146-011-0343-5,Article
The Effects of Religiosity on Ethical Judgments,Journal of Business Ethics,,106.0,4,10.1007/s10551-011-1009-4,Alan G. WalkerJames W. SmitherJason DeBode,2012,http://link.springer.com/article/10.1007/s10551-011-1009-4,Article
On security arguments of the second round SHA-3 candidates,International Journal of Information Security,,11.0,2,10.1007/s10207-012-0156-7,Elena AndreevaAndrey BogdanovBart MenninkBart PreneelChristian Rechberger,2012,http://link.springer.com/article/10.1007/s10207-012-0156-7,Article
A test case refactoring approach for pattern-based software development,Software Quality Journal,,20.0,1,10.1007/s11219-011-9143-x,Peng-Hua ChuNien-Lin HsuehHong-Hsiang ChenChien-Hung Liu,2012,http://link.springer.com/article/10.1007/s11219-011-9143-x,Article
The Electoral Consequences of Skin Color: The “Hidden” Side of Race in Politics,Political Behavior,,34.0,1,10.1007/s11109-010-9152-7,Vesla M. Weaver,2012,http://link.springer.com/article/10.1007/s11109-010-9152-7,Article
Fuzzy inference and AHP-based alternative evaluation tool in the development of sustainable residential land,KSCE Journal of Civil Engineering,,16.0,3,10.1007/s12205-012-1394-y,In-Su JungChan-Sik Lee,2012,http://link.springer.com/article/10.1007/s12205-012-1394-y,Article
A design of Boolean functions resistant to (fast) algebraic cryptanalysis with efficient implementation,Cryptography and Communications,,4.0,1,10.1007/s12095-011-0057-z,Enes Pasalic,2012,http://link.springer.com/article/10.1007/s12095-011-0057-z,Article
Reusable model transformations,Software & Systems Modeling,,11.0,1,10.1007/s10270-010-0181-9,Sagar SenNaouel MohaVincent MahéOlivier BaraisBenoit BaudryJean-Marc Jézéquel,2012,http://link.springer.com/article/10.1007/s10270-010-0181-9,Article
DAFT: Decoupled Acyclic Fault Tolerance,International Journal of Parallel Programming,,40.0,1,10.1007/s10766-011-0183-4,Yun ZhangJae W. LeeNick P. JohnsonDavid I. August,2012,http://link.springer.com/article/10.1007/s10766-011-0183-4,Article
Application of ICP-MS and various computational methods for drinking water quality assessment from the Silesian District (Southern Poland),Central European Journal of Chemistry,,10.0,1,10.2478/s11532-011-0110-y,Robert SkorekMagdalena JablonskaMarzena PolowniakAndrzej KitaPiotr JanoskaFranciszek Buhl,2012,http://link.springer.com/article/10.2478/s11532-011-0110-y,Article
High Incidence of Migration with Poor Initial Fixation of the Accolade® Stem,Clinical Orthopaedics and Related Research®,,470.0,2,10.1007/s11999-011-2160-z,"Craig A. White MDSasha Carsen MDKevin Rasuli BScRobert J. Feibel MD, FRCSCPaul R. Kim MD, FRCSCPaul E. Beaulé MD, FRCSC",2012,http://link.springer.com/article/10.1007/s11999-011-2160-z,Article
A Between Sex Comparison of Anterior-Posterior Knee Laxity after Anterior Cruciate Ligament Reconstruction with Patellar Tendon or Hamstrings Autograft,Sports Medicine,,42.0,2,10.2165/11596940-000000000-00000,Dr Mark V. PaternoAshley M. WeedTimothy E. Hewett,2012,http://link.springer.com/article/10.2165/11596940-000000000-00000,Article
Physical activity and active transport are predicted by adolescents’ different built environment perceptions,Journal of Public Health,,20.0,1,10.1007/s10389-011-0432-4,Andreia Nogueira PizarroMaria Paula SantosJosé Carlos RibeiroJorge Mota,2012,http://link.springer.com/article/10.1007/s10389-011-0432-4,Article
A mutation operator based on a Pareto ranking for multi-objective evolutionary algorithms,Journal of Heuristics,,18.0,1,10.1007/s10732-011-9156-4,P. M. MateoI. Alberto,2012,http://link.springer.com/article/10.1007/s10732-011-9156-4,Article
The social production of substance abuse and HIV/HCV risk: an exploratory study of opioid-using immigrants from the former Soviet Union living in New York City,"Substance Abuse Treatment, Prevention, and Policy",,7.0,1,10.1186/1747-597X-7-2,Honoria GuarinoSarah K MooreLisa A MarschSal Florio,2012,http://link.springer.com/article/10.1186/1747-597X-7-2,Article
Theorizing in sociology and social science: turning to the context of discovery,Theory and Society,,41.0,1,10.1007/s11186-011-9161-5,Richard Swedberg,2012,http://link.springer.com/article/10.1007/s11186-011-9161-5,Article
Some problems of Russia’s railway infrastructure,Studies on Russian Economic Development,,23.0,1,10.1134/S1075700712010108,Yu. A. Shcherbanin,2012,http://link.springer.com/article/10.1134/S1075700712010108,Article
