,Title,Authors,Year,Repository
648,Next Generation Automated Software Evolution Refactoring at Scale,"Ivers J,Ozkaya I,Nord RL,Seifried C",2020,ACM
649,Virtual Humans for Validating Maintenance Procedures,"Badler NI,Erignac CA,Liu Y",2002,ACM
650,"Learning from 6,000 Projects: Lightweight Cross-Project Anomaly Detection","Gruska N,Wasylkowski A,Zeller A",2010,ACM
651,Applying Code Quality Detection in Online Programming Judge,"Liu X,Woo G",2020,ACM
652,Non-Parametric Decision Trees and Online HCI,"Sko T,Gardner HJ,Martin M",2013,ACM
653,Integrating Software Engineering Data Using Semantic Web Technologies,"Li YF,Zhang H",2011,ACM
654,Common Bugs in Scratch Programs,"Frädrich C,Obermüller F,Körber N,Heuer U,Fraser G",2020,ACM
655,Research on Software Design Level Security Vulnerabilities,"Rehman S,Mustafa K",2009,ACM
656,A Taxonomy of Software Product Line Reengineering,"Fenske W,Thüm T,Saake G",2014,ACM
657,Are Static Analysis Violations Really Fixed? A Closer Look at Realistic Usage of SonarQube,"Marcilio D,Bonifácio R,Monteiro E,Canedo E,Luz W,Pinto G",2019,ACM
658,Combining Unit Tests for Data Race Detection,"Schimmel J,Molitorisz K,Jannesari A,Tichy WF",2015,ACM
659,PrivPy: General and Scalable Privacy-Preserving Data Mining,"Li Y,Xu W",2019,ACM
660,Runtime Detection of Business Process Compliance Violations: An Approach Based on Anti Patterns,"Awad A,Barnawi A,Elgammal A,Elshawi R,Almalaise A,Sakr S",2015,ACM
661,Dynamic Detection of Atomic-Set-Serializability Violations,"Hammer C,Dolby J,Vaziri M,Tip F",2008,ACM
662,Managing Technical Debt in Software-Reliant Systems,"Brown N,Cai Y,Guo Y,Kazman R,Kim M,Kruchten P,Lim E,MacCormack A,Nord R,Ozkaya I,Sangwan R,Seaman C,Sullivan K,Zazworka N",2010,ACM
663,CUSTODES: Automatic Spreadsheet Cell Clustering and Smell Detection Using Strong and Weak Features,"Cheung SC,Chen W,Liu Y,Xu C",2016,ACM
664,Recommendation System for Software Refactoring Using Innovization and Interactive Dynamic Optimization,"Mkaouer MW,Kessentini M,Bechikh S,Deb K,Ó Cinnéide M",2014,ACM
665,"Automatically Improve Software Architecture Models for Performance, Reliability, and Cost Using Evolutionary Algorithms","Martens A,Koziolek H,Becker S,Reussner R",2010,ACM
666,Adapting TPC-C Benchmark to Measure Performance of Multi-Document Transactions in MongoDB,Kamsky A,2019,ACM
667,Cohort Studies in Software Engineering: A Vision of the Future,"Saarimäki N,Lenarduzzi V,Vegas S,Juristo N,Taibi D",2020,ACM
668,RefBot: Intelligent Software Refactoring Bot,"Alizadeh V,Ouali MA,Kessentini M,Chater M",2020,ACM
669,MoCoP: Towards a Model Clone Portal,"Babur Ö,Stephan M",2019,ACM
670,Predicting the Costs of Serverless Workflows,"Eismann S,Grohmann J,van Eyk E,Herbst N,Kounev S",2020,ACM
671,EShield: Protect Smart Contracts against Reverse Engineering,"Yan W,Gao J,Wu Z,Li Y,Guan Z,Li Q,Chen Z",2020,ACM
672,Improving Software Developers' Fluency by Recommending Development Environment Commands,"Murphy-Hill E,Jiresal R,Murphy GC",2012,ACM
673,Energy Diagnosis of Android Applications: A Thematic Taxonomy and Survey,"C. M,Chandrasekaran K,Chimalakonda S",2020,ACM
674,Analyzing Performance-Aware Code Changes in Software Development Process,"Chen J,Yu D,Hu H,Li Z,Hu H",2019,ACM
675,Towards a Pattern Language for Software Start-Ups,Eloranta VP,2014,ACM
676,MeCC: Memory Comparison-Based Clone Detector,"Kim H,Jung Y,Kim S,Yi K",2011,ACM
677,The Impact of Design and UML Modeling on Codebase Quality and Sustainability,"Baddreddin O,Rahad K",2018,ACM
678,High Dimensional Search-Based Software Engineering: Finding Tradeoffs among 15 Objectives for Automating Software Refactoring Using NSGA-III,"Mkaouer MW,Kessentini M,Bechikh S,Deb K,Ó Cinnéide M",2014,ACM
679,Racer: Effective Race Detection Using Aspectj,"Bodden E,Havelund K",2008,ACM
680,Technical Debt in MDE: A Case Study on GMF/EMF-Based Projects,"He X,Avgeriou P,Liang P,Li Z",2016,ACM
681,Assessments in Global Software Development: A Tailorable Framework for Industrial Projects,"Salger F,Engels G,Hofmann A",2010,ACM
682,A Comparison of Two Memetic Algorithms for Software Class Modelling,"Smith J,Simons CL",2013,ACM
683,Designite: A Software Design Quality Assessment Tool,"Sharma T,Mishra P,Tiwari R",2016,ACM
684,Web Service Antipatterns Detection Using Genetic Programming,"Ouni A,Gaikovina Kula R,Kessentini M,Inoue K",2015,ACM
685,Finding a Safe Port: Cyber-Security Analysis for Open Source Digital Library Software,"Tudu A,Bainbridge D,Rogers B",2020,ACM
686,Aggregation of Experiences in Experience Factories into Software Patterns,"Rech J,Ras E",2011,ACM
687,When Are Smells Indicators of Architectural Refactoring Opportunities: A Study of 50 Software Projects,"Sousa L,Oizumi W,Garcia A,Oliveira A,Cedrim D,Lucena C",2020,ACM
688,Did You Remember To Test Your Tokens?,"Gonzalez D,Rath M,Mirakhorli M",2020,ACM
689,Characteristics of Defective Infrastructure as Code Scripts in DevOps,Rahman A,2018,ACM
690,Automated Web Testing Based on Textual-Visual UI Patterns: The UTF Approach,"Zhou J,Yin K",2014,ACM
691,Scalable and Systematic Detection of Buggy Inconsistencies in Source Code,"Gabel M,Yang J,Yu Y,Goldszmidt M,Su Z",2010,ACM
692,Scalable and Systematic Detection of Buggy Inconsistencies in Source Code,"Gabel M,Yang J,Yu Y,Goldszmidt M,Su Z",2010,ACM
693,Control Strategies for Self-Adaptive Software Systems,"Filieri A,Maggio M,Angelopoulos K,D'ippolito N,Gerostathopoulos I,Hempel AB,Hoffmann H,Jamshidi P,Kalyvianaki E,Klein C,Krikava F,Misailovic S,Papadopoulos AV,Ray S,Sharifloo AM,Shevtsov S,Ujma M,Vogel T",2017,ACM
694,On Energy Debt: Managing Consumption on Evolving Software,"Couto M,Maia D,Saraiva J,Pereira R",2020,ACM
695,Build Code Analysis with Symbolic Evaluation,"Tamrawi A,Nguyen HA,Nguyen HV,Nguyen TN",2012,ACM
696,Finding Broken Promises in Asynchronous JavaScript Programs,"Alimadadi S,Zhong D,Madsen M,Tip F",2018,ACM
697,All Your App Links Are Belong to Us: Understanding the Threats of Instant Apps Based Attacks,"Tang Y,Sui Y,Wang H,Luo X,Zhou H,Xu Z",2020,ACM
698,On the (in)Security of Hash-Based Oblivious RAM and a New Balancing Scheme,"Kushilevitz E,Lu S,Ostrovsky R",2012,ACM
699,Supporting Micro-Services Deployment in a Safer Way: A Static Analysis and Automated Rewriting Approach,"Benni B,Mosser S,Collet P,Riveill M",2018,ACM
700,Refactoring Test Smells: A Perspective from Open-Source Developers,"Soares E,Ribeiro M,Amaral G,Gheyi R,Fernandes L,Garcia A,Fonseca B,Santos A",2020,ACM
701,Towards Intelligent Incident Management: Why We Need It and How We Make It,"Chen Z,Kang Y,Li L,Zhang X,Zhang H,Xu H,Zhou Y,Yang L,Sun J,Xu Z,Dang Y,Gao F,Zhao P,Qiao B,Lin Q,Zhang D,Lyu MR",2020,ACM
702,And the Tool Created a GUI That Was Impure and Without Form: Anti-Patterns in Automatically Generated GUIs,"Zarras AV,Mamalis G,Papamichail A,Kollias P,Vassiliadis P",2018,ACM
703,An Industrial Study on the Risk of Software Changes,"Shihab E,Hassan AE,Adams B,Jiang ZM",2012,ACM
704,"Interrelations between Software Quality Metrics, Performance and Energy Consumption in Embedded Applications","Papadopoulos L,Marantos C,Digkas G,Ampatzoglou A,Chatzigeorgiou A,Soudris D",2018,ACM
705,A Taxonomy of Computer Program Security Flaws,"Landwehr CE,Bull AR,McDermott JP,Choi WS",1994,ACM
706,Architectural Technical Debt Identification: The Research Landscape,"Verdecchia R,Malavolta I,Lago P",2018,ACM
707,"Towards the Identification of ""Guilty"" Performance Antipatterns","Cortellessa V,Martens A,Reussner R,Trubiani C",2010,ACM
708,History-Driven Build Failure Fixing: How Far Are We?,"Lou Y,Chen J,Zhang L,Hao D,Zhang L",2019,ACM
709,Examining Mirai's Battle over the Internet of Things,"Griffioen H,Doerr C",2020,ACM
710,Using Static Analysis Tools to Assist Student Project Evaluation,"Molnar AJ,Motogna S,Vlad C",2020,ACM
711,Software Quality Concerns in the Italian Bank Sector: The Emergence of a Meta-Quality Dimension,"Russo D,Ciancarini P,Falasconi T,Tomasi M",2017,ACM
712,Dependence Cluster Visualization,"Islam SS,Krinke J,Binkley D",2010,ACM
713,Scaling Testing of Refactoring Engines,Mongiovi M,2016,ACM
714,Deviance from Perfection is a Better Criterion than Closeness to Evil When Identifying Risky Code,"Kessentini M,Vaucher S,Sahraoui H",2010,ACM
715,A Framework for Source Code Metrics,"Maneva N,Grozev N,Lilov D",2010,ACM
716,Edelta 2.0: Supporting Live Metamodel Evolutions,"Bettini L,Di Ruscio D,Iovino L,Pierantonio A",2020,ACM
717,Smelly Relations: Measuring and Understanding Database Schema Quality,"Sharma T,Fragkoulis M,Rizou S,Bruntink M,Spinellis D",2018,ACM
718,An Interactive Ambient Visualization for Code Smells,"Murphy-Hill E,Black AP",2010,ACM
719,A Systematic Review on the Use of Definition of Done on Agile Software Development Projects,"Silva A,Araújo T,Nunes J,Perkusich M,Dilorenzo E,Almeida H,Perkusich A",2017,ACM
720,Detection and Correction of Design Defects in Object-Oriented Designs,Moha N,2007,ACM
721,The Back End is Only One Part of the Picture: Mobile-Aware Application Performance Monitoring and Problem Diagnosis,"Angerbauer K,Okanović D,van Hoorn A,Heger C",2017,ACM
722,Identifying the Sources of Cache Misses in Java Programs without Relying on Hardware Counters,"Inoue H,Nakatani T",2012,ACM
723,Identifying the Sources of Cache Misses in Java Programs without Relying on Hardware Counters,"Inoue H,Nakatani T",2012,ACM
724,A Visual Analysis Approach for Understanding Durability Test Data of Automotive Products,"Zhao Y,Wang L,Li S,Zhou F,Lin X,Lu Q,Ren L",2019,ACM
725,Investigating Static Analysis Errors in Student Java Programs,"Edwards SH,Kandru N,Rajagopal MB",2017,ACM
726,MARBLE: Mining for Boilerplate Code to Identify API Usability Problems,"Nam D,Horvath A,Macvean A,Myers B,Vasilescu B",2020,ACM
727,Reusable Enterprise Metadata with Pattern-Based Structural Expressions,"Tilevich E,Song M",2010,ACM
728,Concept Analysis for Product Line Requirements,"Niu N,Easterbrook S",2009,ACM
729,Representing Refactoring Opportunities,"Piveta E,Pimenta M,Araújo J,Moreira A,Guerreiro P,Price RT",2009,ACM
730,SoCRATES: Scala Radar for Test Smells,"De Bleser J,Di Nucci D,De Roover C",2019,ACM
731,Documenting Software Systems with Views V: Towards Visual Documentation of Design Patterns as an Aid to Program Understanding,"Trese T,Tilley S",2007,ACM
732,Capturing Truthiness: Mining Truth Tables in Binary Datasets,"Owens CC,Murali TM,Ramakrishnan N",2009,ACM
733,The Influence of Optimisations on the Performance of an Object Relational Mapping Tool,"van Zyl P,Kourie DG,Coetzee L,Boake A",2009,ACM
734,SLIDER: A Generic Metaheuristic for the Discovery of Correlated Motifs in Protein-Protein Interaction Networks,"Boyen P,Van Dyck D,Neven F,van Ham RC,van Dijk AD",2011,ACM
735,Managing Data Constraints in Database-Backed Web Applications,"Yang J,Sethi U,Yan C,Cheung A,Lu S",2020,ACM
736,A Survey of Dynamic Analysis and Test Generation for JavaScript,"Andreasen E,Gong L,Møller A,Pradel M,Selakovic M,Sen K,Staicu CA",2017,ACM
737,Identifying Availability Tactics to Support Security Architectural Design of Microservice-Based Systems,"Márquez G,Astudillo H",2019,ACM
738,Thirty Years of Software Problems in the News,"Ko AJ,Dosono B,Duriseti N",2014,ACM
739,Extended Control Program Support: VM/370: A Hardware Assist for the IBM Virtual Machine Facility/370,Olbert AG,1978,ACM
740,Designing Information Hiding Modularity for Model Transformation Languages,"Rentschler A,Werle D,Noorshams Q,Happe L,Reussner R",2014,ACM
741,Automated Testing of Hybrid Simulink/Stateflow Controllers: Industrial Case Studies,"Matinnejad R,Nejati S,Briand LC",2017,ACM
742,Scaling Testing of Refactoring Engines,Mongiovi M,2016,ACM
743,"The Secret Sauce in Efficient and Precise Static Analysis: The Beauty of Distributive, Summary-Based Static Analyses (and How to Master Them)",Bodden E,2018,ACM
744,3D Visualization of Software Architectures,"Feijs L,De Jong R",1998,ACM
745,Tackling Combinatorial Explosion: A Study of Industrial Needs and Practices for Analyzing Highly Configurable Systems,"Mukelabai M,Nešić D,Maro S,Berger T,Steghöfer JP",2018,ACM
746,Interactive and Guided Architectural Refactoring with Search-Based Recommendation,"Lin Y,Peng X,Cai Y,Dig D,Zheng D,Zhao W",2016,ACM
747,Scalable Motif Detection and Aggregation,"Dietrich J,McCartin C",2012,ACM
748,Detecting Object Usage Anomalies,"Wasylkowski A,Zeller A,Lindig C",2007,ACM
749,"Integrating Reuse into the Rapid, Continuous Software Engineering Cycle through Test-Driven Search","Kessel M,Atkinson C",2018,ACM
750,Detecting Architecturally-Relevant Code Anomalies: A Case Study of Effectiveness and Effort,"Ferreira M,Barbosa E,Macia I,Arcoverde R,Garcia A",2014,ACM
751,Collaboration in Offshore Software Projects: Practices and Challenges,"Gopalakrishnan G,Pillai S,Dhanju N",2009,ACM
752,Experience-Based Guidelines for Effective and Efficient Data Extraction in Systematic Reviews in Software Engineering,"Garousi V,Felderer M",2017,ACM
753,RevDroid: Code Analysis of the Side Effects after Dynamic Permission Revocation of Android Apps,"Fang Z,Han W,Li D,Guo Z,Guo D,Wang XS,Qian Z,Chen H",2016,ACM
754,Towards the Automation of Grading Textual Student Submissions to Open-Ended Questions,"Bernius JP,Kovaleva A,Krusche S,Bruegge B",2020,ACM
755,A Systematic Classification of Cheating in Online Games,"Yan J,Randell B",2005,ACM
756,ICSE 2005 Workshop Summary Third International Workshop on Dynamic Analysis (WODA 2005),"Pollock L,Andrews J",2005,ACM
757,Generative Feature Language Models for Mining Implicit Features from Customer Reviews,"Karmaker Santu SK,Sondhi P,Zhai C",2016,ACM
758,White-Box and Black-Box Test Quality Metrics for Configurable Simulation Models,"Markiegi U,Arrieta A,Etxeberria L,Sagardui G",2019,ACM
759,Towards a Taxonomy of Grammar Smells,"Stijlaart M,Zaytsev V",2017,ACM
760,An Analysis of Techniques and Methods for Technical Debt Management: A Reflection from the Architecture Perspective,"Fernández-Sánchez C,Garbajosa J,Vidal C,Yagüe A",2015,ACM
761,Software Performance Antipatterns,"Smith CU,Williams LG",2000,ACM
762,A Lightweight Method for Automated Design of Convergence in Network Protocols,"Farahat A,Ebnenasir A",2012,ACM
763,Sgx-Perf: A Performance Analysis Tool for Intel SGX Enclaves,"Weichbrodt N,Aublin PL,Kapitza R",2018,ACM
764,How Swift Developers Handle Errors,"Cassee N,Pinto G,Castor F,Serebrenik A",2018,ACM
765,New Challenges in Certification for Aircraft Software,Rushby J,2011,ACM
766,Lightweight Adaptive Filtering for Efficient Learning and Updating of Probabilistic Models,"Filieri A,Grunske L,Leva A",2015,ACM
767,"Characterizing and Identifying Composite Refactorings: Concepts, Heuristics and Patterns","Sousa L,Cedrim D,Garcia A,Oizumi W,Bibiano AC,Oliveira D,Kim M,Oliveira A",2020,ACM
768,The Effect of Reporting Known Issues on Students' Work,"Gaber I,Kirsh A",2018,ACM
769,Technical Debt: Beyond Definition to Understanding Report on the Sixth International Workshop on Managing Technical Debt,"Seaman C,Nord RL,Kruchten P,Ozkaya I",2015,ACM
770,Applying a Multi-Level Modeling Theory to Assess Taxonomic Hierarchies in Wikidata,"Brasileiro F,Almeida JP,Carvalho VA,Guizzardi G",2016,ACM
771,On Experimenting Refactoring Tools to Remove Code Smells,"Fontana FA,Mangiacavalli M,Pochiero D,Zanoni M",2015,ACM
772,Does Source Code Quality Reflect the Ratings of Apps?,Catolino G,2018,ACM
773,Comparing Bug Replication in Regular and Micro Code Clones,"Islam JF,Mondal M,Roy CK,Schneider KA",2019,ACM
774,Software Adaptation in Wireless Sensor Networks,"Afanasov M,Mottola L,Ghezzi C",2018,ACM
775,ThreadSanitizer: Data Race Detection in Practice,"Serebryany K,Iskhodzhanov T",2009,ACM
776,Linus's Law: More Eyes Fewer Flaws in Open Source Projects,"Favato D,Ishitani D,Oliveira J,Figueiredo E",2019,ACM
777,Software Security Testing of an Online Banking System: A Unique Research Experience for Undergraduates and Computer Teachers,Xu D,2013,ACM
778,A Model-Based Framework for Software Performance Feedback,Trubiani C,2010,ACM
779,Fourth Workshop on Refactoring Tools (WRT 2011),"Dig D,Batory D",2011,ACM
780,Mathematical Programming for Anomaly Analysis of Clafer Models,"Weckesser M,Lochau M,Ries M,Schürr A",2018,ACM
781,Searching for Better Configurations: A Rigorous Approach to Clone Evaluation,"Wang T,Harman M,Jia Y,Krinke J",2013,ACM
782,Type Safety Analysis for Dart,"Heinze TS,Møller A,Strocco F",2016,ACM
783,Type Safety Analysis for Dart,"Heinze TS,Møller A,Strocco F",2016,ACM
784,Engineering the Performance of a Meta-Modeling Architecture,"Fioravanti S,Patara F,Vicario E",2017,ACM
785,JCaliper: Search-Based Technical Debt Management,"Kouros P,Chaikalis T,Arvanitou EM,Chatzigeorgiou A,Ampatzoglou A,Amanatidis T",2019,ACM
786,Multi-Objective Black-Box Test Case Selection for Cost-Effectively Testing Simulation Models,"Arrieta A,Wang S,Arruabarrena A,Markiegi U,Sagardui G,Etxeberria L",2018,ACM
787,Aspect Mining Meets Rule-Based Refactoring,"Vidal S,Abait ES,Marcos C,Casas S,Díaz Pace JA",2009,ACM
788,A Taxonomy of How Method Stereotypes Change,"Decker MJ,Newman CD,Dragan N,Collard ML,Maletic JI,Kraft NA",2018,ACM
789,Software Performance Antipatterns in Cyber-Physical Systems,Smith CU,2020,ACM
790,Mining Object-Oriented Design Models for Detecting Identical Design Structures,"Tekin U,Erdemir U,Buzluca F",2012,ACM
791,Detection and Repair of Architectural Inconsistencies in Java,"Ghorbani N,Garcia J,Malek S",2019,ACM
792,Experimental Performance Evaluation of Different Data Models for a Reflection Software Architecture over NoSQL Persistence Layers,"Fioravanti S,Mattolini S,Patara F,Vicario E",2016,ACM
